Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2869,CA-2020-118514,,12-11-2020,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,43615,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,40.776,3,0.2,-2.436
2870,CA-2019-150749,,19-06-2021,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Saint Petersburg,Florida,33710,South,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,63.936,2,0.2,1.068
2871,CA-2018-163748,,26-03-2018,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,85705,West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,142.4,3,0.2,23.235
2872,CA-2019-119634,,26-03-2018,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,85705,West,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,681.408,3,0.2,-35.3646
2873,CA-2019-149300,,20-06-2021,Standard Class,SC-20800,Stuart Calhoun,Consumer,United States,Los Angeles,California,90036,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.52,1,0,1.7466
2874,US-2020-111528,,22-11-2021,Standard Class,SW-20275,Scott Williamson,Consumer,United States,San Diego,California,92105,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,36.32,8,0,24.3384
2875,CA-2021-158169,,31-12-2021,First Class,MC-17845,Michael Chen,Consumer,United States,New York City,New York,10035,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,2060.744,3,0,2.9547
2876,CA-2019-162047,,23-01-2020,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,92037,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,213.136,2,0.2,-5.7588
2877,CA-2019-117772,,23-01-2020,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,92037,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,69.52,7,0.2,76.0116
2878,US-2018-126340,,19-01-2020,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,7090,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,763.44,2,0,24.5998
2879,CA-2020-149685,,19-01-2020,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,7090,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,41.958,2,0,1.3514
2880,CA-2021-126396,,19-01-2020,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,7090,East,TEC-AC-10000844,Technology,Accessories,LogitechˇGaming G510s - Keyboard,89.568,3,0,91.7892
2881,CA-2019-154900,,23-09-2020,Second Class,SD-20485,Shirley Daniels,Home Office,United States,Orange,New Jersey,7050,East,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,22.248,6,0,12.72
2882,CA-2019-103835,,23-09-2020,Second Class,SD-20485,Shirley Daniels,Home Office,United States,Orange,New Jersey,7050,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,334.88,3,0,8.0997
2883,CA-2019-158939,,25-02-2018,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Woodstock,Illinois,60098,Central,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,148.288,5,0.8,-13.7175
2884,CA-2020-117408,,16-11-2020,Second Class,BK-11260,Berenike Kampe,Consumer,United States,San Francisco,California,94110,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",178.92,4,0,2.2272
2885,CA-2020-142398,,03-02-2020,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,69.888,2,0.2,5.8914
2886,CA-2020-105277,,22-10-2020,Standard Class,EP-13915,Emily Phan,Consumer,United States,Tempe,Arizona,85281,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,47.3,5,0.2,-34.641
2887,CA-2020-112060,,19-12-2021,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10003811,Office Supplies,Art,Newell 327,155.12,3,0,1.7901
2888,CA-2018-105270,,19-12-2021,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,15.52,2,0,6.2208
2889,US-2019-159513,,19-12-2021,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,55.104,5,0,15.552
2890,CA-2019-155586,,06-11-2021,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",104.88,5,0,10.7325
2891,CA-2021-141117,,01-05-2018,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601,South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",34.7,2,0,12.99
2892,CA-2021-115070,,01-05-2018,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601,South,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,33.72,3,0,8.6112
2893,CA-2021-140186,,29-10-2021,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10003739,Office Supplies,Paper,Xerox 1969,638.73,2,0,5.6644
2894,CA-2018-124856,,29-10-2021,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),9.096,5,0,11.88
2895,CA-2018-166716,,29-10-2021,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609,East,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",8.688,11,0,29.0136
2896,CA-2018-123225,,29-10-2021,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,30.88,3,0,10.0464
2897,CA-2019-163440,,03-04-2018,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Long Beach,New York,11561,East,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,33.8,5,0,20.853
2898,US-2021-106796,,09-01-2020,Standard Class,EB-13975,Erica Bern,Corporate,United States,Charlotte,North Carolina,28205,South,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,258.9,4,0.2,119.996
2899,CA-2021-113873,,30-04-2019,Standard Class,PW-19240,Pierre Wener,Consumer,United States,Houston,Texas,77036,Central,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,27.888,2,0.3,-5.8346
2900,CA-2020-149783,,17-09-2019,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,New York City,New York,10035,East,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,6.456,2,0.2,59.998
2901,CA-2020-125017,,17-09-2019,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,New York City,New York,10035,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,13.88,4,0,6.048
2902,US-2019-163279,,15-09-2021,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Columbus,Georgia,31907,South,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,103.92,7,0,84.9436
2903,CA-2019-150196,,17-06-2020,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Chicago,Illinois,60610,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,8.872,5,0.2,8.381
2904,US-2019-106495,,01-07-2020,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Highland Park,Illinois,60035,Central,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",127.372,7,0.2,12.1758
2905,CA-2018-124730,,01-07-2020,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Highland Park,Illinois,60035,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,464.97,3,0.3,-7.7094
2906,CA-2021-117632,,30-09-2018,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Seattle,Washington,98115,West,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",181.96,2,0,80.6312
2907,CA-2018-115056,,09-11-2021,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122,Central,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,84.09,2,0,3.852
2908,CA-2021-161067,,09-11-2021,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122,Central,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,153.36,5,0,14.148
2909,CA-2020-122063,,09-11-2021,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122,Central,OFF-LA-10001771,Office Supplies,Labels,Avery 513,43.68,3,0,6.8724
2910,CA-2019-111206,,23-02-2021,Standard Class,ME-17725,Max Engle,Consumer,United States,Seattle,Washington,98103,West,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,98.21,3,0,0.2244
2911,CA-2020-142895,,09-11-2019,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Coral Springs,Florida,33065,South,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",2.694,4,0.2,24.196
2912,CA-2019-101868,,21-06-2018,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,11550,East,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,43.92,5,0,19.458
2913,CA-2021-133207,,21-06-2018,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,11550,East,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,59.994,4,0,10.5
2914,CA-2019-132948,,21-06-2018,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,11550,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,439.992,3,0.2,14.3376
2915,CA-2019-134992,,17-10-2019,Second Class,DL-12925,Daniel Lacy,Consumer,United States,Noblesville,Indiana,46060,Central,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,87.96,3,0,35.2872
2916,CA-2019-126725,,17-10-2019,Second Class,DL-12925,Daniel Lacy,Consumer,United States,Noblesville,Indiana,46060,Central,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,15.488,2,0,5.652
2917,CA-2019-121783,,17-10-2019,Second Class,DL-12925,Daniel Lacy,Consumer,United States,Noblesville,Indiana,46060,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,232.96,4,0,71.2692
2918,US-2018-138835,,30-08-2021,First Class,SE-20110,Sanjit Engle,Consumer,United States,Dallas,Texas,75220,Central,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",66.54,1,0.2,0.372
2919,CA-2019-112214,,23-11-2020,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,79.4,5,0.2,2.37
2920,US-2021-153255,,23-11-2020,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,163.96,2,0.2,3.9512
2921,CA-2019-108119,,23-11-2020,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.93,7,0.2,12.3284
2922,CA-2019-157434,,30-01-2021,Same Day,MM-17920,Michael Moore,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,15.168,2,0,6.465
2923,CA-2020-101525,,03-12-2019,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Austin,Texas,78745,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,24.78,3,0.8,-5.823
2924,US-2018-117968,,04-07-2018,Standard Class,RW-19630,Rob Williams,Corporate,United States,Detroit,Michigan,48234,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,19.14,1,0,3.04
2925,CA-2020-158211,,05-09-2018,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,13601,East,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",899.97,1,0,8.955
2926,CA-2020-152247,,05-09-2018,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,13601,East,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",6.368,1,0,4.9497
2927,CA-2020-128223,,14-07-2021,Second Class,BP-11155,Becky Pak,Consumer,United States,Columbus,Georgia,31907,South,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",34.176,3,0,7.9128
2928,CA-2020-154235,,10-06-2021,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Apple Valley,Minnesota,55124,Central,OFF-AR-10002255,Office Supplies,Art,Newell 346,5.544,3,0,2.5056
2929,CA-2021-129910,,26-10-2021,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Burlington,North Carolina,27217,South,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,510.24,4,0.7,-1306.5504
2930,CA-2021-133095,,24-11-2021,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Saginaw,Michigan,48601,Central,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",204.95,4,0,8.2992
2931,CA-2019-130554,,08-08-2019,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",162.6,2,0.2,2.2302
2932,CA-2018-152443,,08-08-2019,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,23.55,2,0.2,2.73
2933,CA-2020-133319,,08-08-2019,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,249.95,1,0.2,10.8588
2934,CA-2020-133935,,12-12-2020,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,18.92,1,0.2,13.7193
2935,CA-2020-136301,,12-12-2020,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10002834,Technology,Phones,Google Nexus 5,35.712,3,0.2,26.9985
2936,US-2018-109456,,12-12-2020,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,551.985,1,0,16.1505
2937,CA-2021-151596,,12-12-2020,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,360.38,7,0.2,15.3426
2938,CA-2019-147879,,12-12-2020,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,636.86,7,0,116.5976
2939,CA-2020-166625,,12-12-2020,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",499.99,5,0,89.159
2940,CA-2020-146157,,12-12-2020,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,1259.93,3,0.2,19.4376
2941,CA-2021-159954,,31-03-2021,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,65.08,1,0,14.5584
2942,CA-2021-100825,,31-03-2021,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",71.97,7,0,427.4368
2943,CA-2018-168305,,31-03-2021,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",32.54,3,0,40.5867
2944,CA-2020-167682,,24-11-2021,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",10.9,9,0,76.2525
2945,CA-2021-108000,,24-11-2021,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",61.929,1,0,7.106
2946,CA-2019-146465,,05-11-2020,First Class,LH-17020,Lisa Hazard,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,11.85,7,0,16.4647
2947,CA-2020-159639,,18-12-2021,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,92024,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",118.25,3,0,11.025
2948,US-2021-153948,,18-12-2021,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,92024,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",321.92,14,0.2,22.736
2949,US-2020-113985,,18-12-2021,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,92024,West,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",879.984,5,0,20.539
2950,CA-2020-155383,,12-11-2021,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,42.784,4,0.2,13
2951,CA-2018-120432,,12-11-2021,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,563.43,5,0.2,8.381
2952,US-2019-126977,,12-11-2021,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,111.104,2,0.2,9.9652
2953,CA-2020-130288,,12-11-2021,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",16.9,2,0.2,-5.6784
2954,CA-2021-146458,,12-11-2021,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,24.4,2,0.2,0.693
2955,CA-2021-150420,,12-11-2021,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,87.6,2,0.2,50.3988
2956,US-2018-118997,,24-08-2020,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,New York City,New York,10035,East,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,8.52,1,0,11.5971
2957,CA-2018-114314,,04-07-2021,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Watertown,New York,13601,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",1.344,3,0.1,31.941
2958,US-2021-169551,,09-05-2021,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Springfield,Ohio,45503,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,1013.832,1,0.7,-1.9275
2959,CA-2020-103107,,29-12-2019,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,90032,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,1.984,4,0.2,7.2268
2960,CA-2021-122077,,29-12-2019,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,90032,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",2003.52,4,0,21.5824
2961,CA-2021-112431,,01-05-2021,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Seattle,Washington,98115,West,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,62.91,3,0,9.3564
2962,CA-2020-151092,,01-05-2021,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Seattle,Washington,98115,West,OFF-LA-10002034,Office Supplies,Labels,Avery 478,383.976,8,0,19.2472
2963,CA-2018-104178,,21-12-2021,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",335.944,2,0.2,9.1764
2964,CA-2019-115924,,21-12-2021,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",273.96,2,0.2,6.074
2965,CA-2021-161046,,21-12-2021,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,269.982,5,0.2,8.208
2966,US-2021-141698,,21-12-2021,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",8.904,2,0,7.584
2967,US-2018-105151,,31-12-2018,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076,Central,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,720.064,6,0.6,-19.7712
2968,CA-2018-155796,,31-12-2018,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076,Central,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,41.424,4,0.2,3.0016
2969,CA-2020-127138,,09-11-2021,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",3.132,3,0.2,43.7136
2970,CA-2021-150602,,09-11-2021,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,1085.42,6,0.2,10.8864
2971,CA-2018-140732,,09-11-2021,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,3.912,8,0.7,-10.6176
2972,CA-2021-119011,,09-11-2021,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",62.376,2,0.2,6.3612
2973,CA-2020-166912,,09-11-2021,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,29.05,4,0.2,-51.8272
2974,CA-2018-141726,,20-12-2021,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,180.96,5,0,5.184
2975,CA-2021-115105,,12-05-2019,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Allen,Texas,75002,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,4.419,2,0.3,-31.3722
2976,CA-2019-143980,,12-05-2019,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Allen,Texas,75002,Central,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,16.032,4,0.2,5.3784
2977,CA-2020-135636,,04-12-2021,Same Day,DV-13045,Darrin Van Huff,Corporate,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",57.23,7,0.3,-2.6936
2978,CA-2021-102155,,08-10-2021,Second Class,HL-15040,Hunter Lopez,Consumer,United States,Rochester,New York,14609,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,333,2,0,5.8708
2979,CA-2021-116953,,16-01-2018,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,29464,South,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,36.44,6,0,87.3504
2980,CA-2018-117765,,17-06-2019,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,523.764,4,0.2,7.2576
2981,CA-2020-114895,,17-06-2019,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",1359.96,2,0.2,4.3296
2982,CA-2021-112984,,18-07-2018,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",102.592,4,0.2,13.8528
2983,CA-2020-163776,,18-07-2018,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,22.704,4,0.2,3.8016
2984,US-2021-163300,,11-12-2018,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,97477,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,35.008,3,0.2,4.6746
2985,CA-2020-162187,,11-12-2018,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,97477,West,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",39.152,1,0.5,-170.8038
